Nome;Generazione;Rilasci;Anno di rilascio;Dismissione;Unita vendute;GPU;Produttore;CPU;Dispositivi di controllo;RAM totale;Supporto di memoria;Gioco più diffuso;Logo;URL;Foto;Descrizione;Proprietario;QRTYPE;Fonte
PlayStation;Quinta;[{'Data': '3 dicembre 1994', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '9 settembre 1995', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': '29 settembre 1995', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '15 novembre 1995', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_Australasian_team_for_Olympic_games.svg'}, {'Data': '', 'Flag': None}];1994;2000;"74 milioni
28 milioni PsOne
102 milioni totale";;Sony Computer Entertainment;LSI/SGI R3000A 32-bit @33,86 MHz;"Joypad
Gamepad";3,5 MB;CD-ROM;Gran Turismo (10,85 milioni);https://upload.wikimedia.org/wikipedia/commons/4/4e/Playstation_logo_colour.svg;https://it.wikipedia.org/api/rest_v1/page/html/PlayStation;https://upload.wikimedia.org/wikipedia/commons/3/39/PSX-Console-wController.jpg;"La PlayStation indicata anche con PS1 o con l'abbreviazione PSX (dal nome in codice di sviluppo PlayStation Xperimental), è una console prodotta da Sony dal 1994.

Inizialmente pensata come accessorio per la lettura di CD sullo SNES di Nintendo, finì, a causa di differenze di vedute tra le due aziende, per essere riprogettata da zero come console a se stante dalle votate potenzialità 3D.

Segnò l'esordio di Sony nelle console e fu un clamoroso successo che diede il via ad una rivoluzione che modificò l'immagine dei videogiochi stessi, da prodotto pensato per i giovani a realtà tecnologica in grado di cambiare la quotidianità familiare. Non solo grazie all'elevata qualità dell'hardware, ma anche ad una impattante campagna pubblicitaria, che attrasse un'utenza molto più vasta di quella tradizionale.

In tal modo Sony riuscì a superare i marchi storici del settore: Nintendo e SEGA.";Leandro Macrini
PlayStation 2;Sesta;[{'Data': '4 marzo 2000', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '26 ottobre 2000', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '24 novembre 2000', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '1 gennaio 2004', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg'}];2000;2013;158,70 milioni;;Sony Interactive Entertainment;Emotion Engine 64-bit @ 294 MHz;"Gamepad";32 MB;"DVD
CD-ROM";Grand Theft Auto: San Andreas (20,81 milioni);https://upload.wikimedia.org/wikipedia/commons/7/76/PlayStation_2_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/PlayStation 2;https://upload.wikimedia.org/wikipedia/commons/3/30/PlayStation_2.png;"La PlayStation 2 (abbreviata con PS2) è la seconda console prodotta da Sony e commercializzata a partire dal 2000.

Al momento della sua presentazione ricevette ampi consensi da parte di critica e pubblico per le ottime capacità tecniche.

Nel 2004 le vendite sembravano aver raggiunto il loro picco, con oltre 70 milioni di unità vendute, ma in contemporanea con l'uscita della PS2 Slim, avvenne anche il lancio del gioco GTA: San Andreas (che diventerà il più venduto per la console). Questo diede nuovo slancio alla console, portandola a sfondare il tetto dei 140 milioni di unità, dimostrando di nuovo quanto le vendite dell'hardware siano strettamente legate ai giochi che ci vengono realizzati.

Alla fine del suo ciclo di vita, avvenuto nel 2013, supporterà più di 4.000 giochi e, con oltre 158 milioni di unità vendute in tutto il mondo, la PlayStation 2 verrà definitivamente incoronata come la console più venduta di tutti i tempi.";Leandro Macrini
PlayStation 3;Settima;[{'Data': '11 novembre 2006', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '17 novembre 2006', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '23 marzo 2007', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}];2006;2017;87,41 milioni ;;Sony Computer Entertainment;Cell 7x SPE @ 3,2 GHz;"Sixaxis, DualShock 3, Telecomando, Tastiera, PlayStation Eye, Motion Controller, Navigation Controller, PSP";;"BD, DVD, CD, HDD, Digital download";Grand Theft Auto V (21,14 milioni);https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg;https://it.wikipedia.org/api/rest_v1/page/html/PlayStation 3;https://upload.wikimedia.org/wikipedia/commons/d/d3/PS3Versions.png;"La PlayStation 3 (abbreviata con la sigla PS3) è la terza console prodotta da Sony Computer Entertainment, incentrata per la prima volta anche su varie funzioni multimediali oltre a quelle videoludiche più classiche.

Già dalla presentazione del prototipo si era evidenziato il fatto che la console avrebbe avuto dei costi di produzione ben più alti rispetto a quelli di vendita pensati per la sua fascia di mercato. Portando di fatto Sony a venderla per molti anni con un ricavo negativo e a puntare sulla vendita di giochi e accessori.

Poteva offrire una grafica di nuova generazione grazie al potente processore centrale Cell e alla GPU Nvidia RSX. I dischi Blu-ray, permettevano di memorizzare una grande quantità di contenuti e quindi una più estesa complessità narrativa nei sui videogiochi.

Negli anni la console è stata venduta in 19 modelli differenziati in ben 5 evoluzioni diverse dell'hardware.";Leandro Macrini
PlayStation 4;Ottava;[{'Data': '15 novembre 2013', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '29 novembre 2013', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '17 dicembre 2013', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Hong_Kong.svg'}, {'Data': '22 febbraio 2014', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '20 marzo 2015', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg'}];2013;2022;117,06 milioni ;;Sony Interactive Entertainment;PlayStation 4 APU;"DualShock 4, PS VR, PlayStation Move, PS Vita, Smartphone";8 GB;"BD, DVD, HDD, Digital download";Marvel's Spider-Man (20 milioni);https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg;https://it.wikipedia.org/api/rest_v1/page/html/PlayStation 4;https://upload.wikimedia.org/wikipedia/commons/7/7e/PS4-Console-wDS4.jpg;"PlayStation 4 (abbreviata con la sigla PS4) è una console prodotta da Sony dal 2013.

La console è dotata di varie funzioni multimediali, può interagire con molti servizi online e collegarsi ad altri dispositivi attraverso la PlayStation App. PlayStation Now, basato sulla tecnologia cloud di Gaikai, permette di giocare ai titoli PlayStation su vari apparecchi e su altre piattaforme non necessariamente dedicate al gaming, come TV Bravia di Sony, tablet e smartphone. Remote Play, permette di usare un PC o la PlayStation Vita come schermo secondario.

Sony ha anche voluto fortemente collegare la console col web, introducendo il tasto SHARE sul controller che consente di catturare e pubblicare immagini, video e live streaming sui principali social network.
Un'altra funzionalità chiamata Share Play consente agli utenti di invitare un amico alla partita in corso anche se quest'ultimo non possiede una copia del gioco.";Leandro Macrini
PlayStation 5;Nona;[{'Data': '12 novembre 2020', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '12 novembre 2020', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '19 novembre 2020', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '12 novembre 2020', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_Australasian_team_for_Olympic_games.svg'}, {'Data': '15 maggio 2021', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg'}, {'Data': '', 'Flag': None}];2020;;53,85 milioni (dicembre 2023);;Sony Interactive Entertainment;AMD Zen 2 8x 3,5 GHz;"DualSense, PS VR2, Media Remote, PlayStation Portal";16 GB RAM GDDR6;"Ultra HD BD, BD, DVD, SSD, Digital download";;https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg;https://it.wikipedia.org/api/rest_v1/page/html/PlayStation 5;https://upload.wikimedia.org/wikipedia/commons/1/1b/PlayStation_5_and_DualSense_with_transparent_background.png;"La PlayStation 5 (abbreviata con la sigla PS5) è una console prodotta da Sony dal 2020.

Insieme alla concorrente Xbox Series X/S, ebbe una disponibilità limitata per il primo anno di vita a causa della carenza globale di semiconduttori, combinata con l'aumento della domanda di console per videogiochi dovuta dalla pandemia di COVID-19. Questo portò anche ad una difficile reperibilità della console e alla conseguente corsa all'affare da parte di scalpers e venditori online, risolta da Sony con la vendita diretta della console sul proprio web-store a partire da novembre 2021.

Salvo poche eccezioni è di fatto completamente retrocompatibile con la PS4.
È stata inizialmente criticata proprio per il suo stretto legame con la console precedente e la mancanza di giochi esclusivi che sfruttassero a pieno le sue avveniristiche capacità tecniche.

Nonostante questi problemi iniziali la console ha ottenuto lo stesso vendite da record.";Leandro Macrini
PlayStation Vita;Ottava;[{'Data': '17 dicembre 2011', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '22 febbraio 2012', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '22 febbraio 2012', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '23 febbraio 2012', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Australia.svg'}];2011;2019;16,5 milioni;;Sony Interactive Entertainment;ARM Cortex-A9 MPCore 4x @ 2 GHz;"Touchscreen, touchpad, Sixaxis";512 MB;PS Vita Game Card, PS Vita Memory Card;Minecraft (2,27 milioni);https://upload.wikimedia.org/wikipedia/commons/archive/3/3d/20120303153452%21PlayStation_Vita_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/PlayStation Vita;https://upload.wikimedia.org/wikipedia/commons/3/3f/PlayStation_Vita_illustration.svg;"La PlayStation Vita (プレイステーション ヴィータ) (ufficialmente abbreviata come PS Vita) è una console portatile prodotta da Sony Interactive Entertainment dal 2011.

Il primo modello, la serie PCH-1000, comprende due stick analogici, un display OLED da 5 pollici, un multi-touch capacitivo touch screen, un touch pad posteriore, il supporto Bluetooth, Wi-Fi e un opzionale 3G.

Oltre alla revisione slim (2000 o PCH-2000), più leggera e con batteria migliorata, della PS Vita è stata realizzata nel 2014 anche una versione da collegare direttamente alla televisione denominata PlayStation TV (PlayStation Vita TV in Giappone).

Lo strapotere di Nintendo con la concorrente Nintendo 3DS ha fatto si che negli anni Sony decise di diminuire il supporto e i giochi first party rilasciati per la PS Vita. Questo relegò la portatile ai margini del mercato, rendendola di fatto un flop commerciale.";Leandro Macrini
PocketStation;Quinta;[{'Data': '23 gennaio 1999', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}];1999;;;;Sony Interactive Entertainment;ARM7T;;"2 kB RAM
128 kB Flash RAM";CD-ROM;;https://upload.wikimedia.org/wikipedia/commons/8/8f/PocketStation_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/PocketStation;https://upload.wikimedia.org/wikipedia/commons/a/a6/Sony-PocketStation.png;"La PocketStation è una console portatile creata da Sony come periferica e memory card per la prima PlayStation. Venduta esclusivamente in Giappone dal 1999.

I giochi per la PocketStation sono memorizzati su alcuni CD-ROM dei giochi per PlayStation ed aggiungono a questi ultimi nuove funzionalità.
C'è anche la possibilità di giocare in multiplayer grazie al suo collegamento ad infrarossi.

Era previsto il lancio anche in occidente ma non venne mai realizzato, nonostante questo, alcuni giochi (come per esempio Final Fantasy VIII) hanno conservato anche nelle loro versioni localizzate le funzionalità della PocketStation.

Il 5 novembre 2013 è stata annunciata un'applicazione per PlayStation Vita esclusivamente per il Giappone, che permette di utilizzare alcuni dei più famosi minigiochi PocketStation.";Leandro Macrini
Pokémon Mini;Sesta;;2001;2002;;;Nintendo;Seiko Epson S1C88 8 bit @ 4 MHz;;4 kB;CD-ROM;;https://upload.wikimedia.org/wikipedia/commons/0/07/Pokemon_mini_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Pok%C3%A9mon_Mini;https://upload.wikimedia.org/wikipedia/commons/c/c3/Pok%C3%A9mon_mini_system.jpg;"Il Pokémon Mini (ポケモン ミニ) è una console portatile prodotta da Nintendo nel 2001, basata sulla serie Pokémon e che restò sul mercato per un solo anno.

Si tratta della più piccola console a cartucce mai realizzata da Nintendo: è dotata di uno schermo in bianco e nero, tre tasti azione più croce direzionale, un orologio integrato, vibrazione e un sensore di movimento.

Ha cartucce della dimensione di un francobollo, ed è possibile collegare due console tramite porta infrarossi per le modalità multigiocatore. Fu prodotto in tre colori, azzurro, verde e viola, ispirati ai Pokémon della seconda generazione Wooper, Chikorita e Smoochum.
 
Aveva già a suo tempo delle caratteristiche rétro, eppure le sue capacità interattive erano avanti anche rispetto al contemporaneo Game Boy Advance. Essendo orientato solo ai giochi dei Pokémon, si rivolgeva più al mercato dei giocattoli per bambini.";Leandro Macrini
Playstation Portable;Settima;[{'Data': '12 dicembre 2004', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '24 marzo 2005', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '24 marzo 2005', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Brazil.svg'}, {'Data': '24 marzo 2005', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg'}];2004;2014;82,52 milioni;;Sony Interactive Entertainment;"Allegrex MIPS R4000 32 bit @ 333 MHz
Media Engine CXD5026-203GG @ 333 MHz";;32 o 64 MB (in base al modello);"UMD
Memory Stick";GTA: Liberty City Stories (7,6 milioni);https://upload.wikimedia.org/wikipedia/commons/0/0e/PSP_Logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/PlayStation Portable;https://upload.wikimedia.org/wikipedia/commons/4/46/Psp-1000.jpg;"La PlayStation Portable (プレイステーション ポータブル), abbreviata come PSP, è una console portatile prodotta da Sony dal 2004.

Uscita in quattro versioni diverse tra loro, è stata accolta positivamente dalla critica per le sue capacità tecniche ed il display di grandi dimensioni. Il supporto integrato al wi-fi, permette la connessione alla Playstation, ad altre PSP, alla rete Internet e la partecipazione contemporanea fino a 32 giocatori.

Il parco titoli di PSP risulta molto simile a quello PlayStation 2, riproponendo di fatto la maggior parte dei marchi più famosi e conosciuti in versione portatile.
La PSP è l'unica console portatile ad utilizzare per i giochi un formato disco ottico, l'Universal Media Disc (UMD), impiegato anche per la riproduzione e vendita di film.

È stata di fatto l'unica vera contendente al predominio di Nintendo nel mercato delle console portatili.";Leandro Macrini
PV-1000;Terza;[{'Data': 'ottobre 1983', 'Flag': None}];1983;;;;Casio;NEC µPD780C;Joystick;;Cartucce;;https://upload.wikimedia.org/wikipedia/commons/6/6a/Casio_PV-1000_logo.jpg;https://it.wikipedia.org/api/rest_v1/page/html/PV-1000;https://upload.wikimedia.org/wikipedia/commons/2/2c/Casio-PV1000-Console-Set.png;"PV-1000 è una console per videogiochi programmabile prodotta da Casio e commercializzata in Giappone nel 1983. Nello stesso anno Casio ha messo in commercio anche un home computer chiamato PV-2000; i due sistemi hanno i controller tra loro compatibili ma non i giochi. Sono stati prodotti circa 15 videogiochi, tra i quali conversioni di popolari arcade come Amidar, Dig Dug e Pooyan. Quello stesso anno Casio commercializzò altri due computer MSX chiamati PV-7 e PV-16. La PV-1000 fu inizialmente venduta a 14,800¥.

Casio non riuscì a raggiungere una quota di mercato significativa, nonostante vendette questa console per 3 anni.";
RCA Studio II;Seconda;[{'Data': '1977-1979', 'Flag': None}];1977;1979;60.000 (circa);"RCA CDP1861 “Pixie”";RCA;RCA COSMAC 1802 @ 1,78 Mhz;Tastierino numerico;"2 kB ROM,
512 bytes RAM";Cartucce;;https://upload.wikimedia.org/wikipedia/en/a/a9/RCA_Studio_II_Logo.png;https://it.wikipedia.org/api/rest_v1/page/html/RCA Studio II;https://upload.wikimedia.org/wikipedia/commons/1/10/RCA-Studio-II.png;"La RCA Studio II è una console sviluppata dalla americana RCA dal 1977.

L'azienda dopo aver rifiutato la proposta di Ralph Baer di realizzare la sua “Brown Box” (realizzata poi dalla  Magnavox con il nome di Odyssey) decise di realizzare invece un vecchio progetto “casalingo” del suo ingegnere Joseph Weisbecker ideato negli anni 60.
A differenza delle console della sua epoca ha una grafica basilare in bianco e nero, molto più simile a quella dei primi Pong. L'audio si limita a dei beep e come controller usa due tastierini numerici fissi sulla console, non troppo comodi.

Per questi motivi non fu un successo commerciale e venne presto dismessa. Va però mensionata in quando, Joyce Weisbecker figlia del suo ideatore, imparò a programmarla in casa già da bambina e una volta diplomatasi nel 1976 realizzò i due giochi “School House I” e “Speedway/Tag”, rendendola la prima programmatrice donna della storia ad aver commercializzato un suo videogioco.";Leandro Macrini
SEGA Master System;Terza;[{'Data': 'SEGA Mark III: 20 ottobre 1985', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '', 'Flag': None}, {'Data': 'SEGA Master System: 18 ottobre 1987 ottobre 1986 1986 ottobre 1986 novembre 1986 agosto 1987 settembre 1987 aprile 1989', 'Flag': None}];1985;1996;20,84 milioni;SEGA VDP (variante del TMS9918);SEGA e Tectoy;NEC µPD780C (Z80);"Joypad
Lightgun";24 kB;Cartucce;Alex Kidd in Miracle World;https://upload.wikimedia.org/wikipedia/commons/3/3e/Sega-master-system-logo.png;https://it.wikipedia.org/api/rest_v1/page/html/Sega Master System;https://upload.wikimedia.org/wikipedia/commons/0/0b/Sega-Master-System-Set.png;"Il SEGA Master System, in Giappone uscito come SEGA Mark III (セガ マーク III), è una console a 8 bit prodotta da SEGA, basata su cartucce e SEGA card (per la compatibilità coi modelli precedenti), distribuita partire nel 1985.

La console ebbe un discreto successo, almeno in Europa, anche grazie al limitato interesse della Nintendo per il continente. Questo spinse SEGA a riacquistarne i diritti (ceduti nel frattempo a Tonka) e produrre nel 1990 una nuova versione della console dal design più moderno, denominata Sega Master System II, rimuovendo alcune funzionalità hardware.

In Italia la console fu distribuita da Giochi Preziosi e pubblicizzata da diversi testimonial celebri tra cui Jerry Calà e Walter Zenga.

In Brasile ebbe lunga vita grazie alla Tectoy, che ne produsse versioni ridisegnate fino al Master System III del 2008, localizzando molti giochi in  portoghese, a volte sostituendo i protagonisti con noti personaggi locali.";Leandro Macrini
SEGA Mega Drive;Quarta;[{'Data': '29 ottobre 1988', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '14 agosto 1989', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': 'novembre 1990', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '14 settembre 1990', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/8/83/Flag_of_the_United_Kingdom_%283-5%29.svg'}, {'Data': 'dicembre 1990', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Brazil.svg'}, {'Data': '', 'Flag': None}];1988;1998;39 milioni (stima);;SEGA;"Motorola 68000 @ 7,6 MHz
Zilog Z80 @ 3,58 MHz";"Joypad, Lightgun";"64 kB RAM
64 kB VRAM
8 kB Audio RAM";Cartucce;Sonic the Hedgehog (15 milioni, gioco incluso);https://upload.wikimedia.org/wikipedia/en/c/c6/Megadrive_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Sega Mega Drive;https://upload.wikimedia.org/wikipedia/commons/b/b8/Sega-Mega-Drive-EU-Mk1-wController-FL.png;"Il SEGA Mega Drive (メガド ライブ), venduto col nome SEGA Genesis negli USA e come Super Gam*Boy e Super Aladdin Boy in Corea del Sud, è una console prodotta da SEGA a partire dal 1988, che inaugurò l'epoca delle console a 16 bit.

Anche grazie ad un'aggressiva campagna  di marketing, fu un grande successo in USA, Europa e Brasile (molto meno invece in Giappone). Successo che SEGA non riuscirà mai a ripetere con altre sue console.

Nel tentativo di imitare il successo di Mario la mascotte di Nintendo, SEGA organizzò un concorso a livello aziendale per realizzare un personaggio proprio. Il progetto vincitore fu quello creato da Naoto Ohshima: un velocissimo riccio blu con scarpe rosse e guanti bianchi chiamato Sonic, The Hedgehog.

Il successo arrivò e Sonic the Hedgehog 2 stabilì il record per il gioco più venduto, con 3,2 milioni di copie in tutto il mondo in due anni.";Leandro Macrini
SEGA Mega Drive 32X;Quarta;[{'Data': '3 dicembre 1994', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '21 novembre 1994', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': '4 dicembre 1994', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '', 'Flag': None}];1994;1996;665.000;;SEGA;2 × SH-2 32 bit RISC @ 23 MHz;Joypad;256 kB RAM, 256 kB VRAM;Cartucce;;https://upload.wikimedia.org/wikipedia/commons/a/a4/Sega_32X_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Sega Mega Drive 32X;https://upload.wikimedia.org/wikipedia/commons/8/8c/Sega-Genesis-Model2-32X.png;"Il SEGA Mega Drive 32X è una periferica per il SEGA Mega Drive sviluppata da SEGA nel 1994.

Il dispositivo è stato commercializzato in diversi paesi con vari nomi: Super 32X (スーパー 32X) in Giappone, SEGA Genesis 32X in America settentrionale e Mega 32X in Brasile.
Scopo della periferica è aumentare le capacità della console nella grafica 3D, consentendole di realizzare effetti simili a quelli che sarebbero poi divenuti il fondamento della successiva generazione di console a 32 bit.

Messo sul mercato statunitense al prezzo di 159,99 dollari, l'accessorio è stato pensato per competere con le appena annunciate Atari Jaguar e 3DO e per riuscire a mantere il settore estendendo la vita del Mega Drive fino all'uscita del SEGA Saturn. Si rivelò però un vero e proprio flop commerciale, ed è stato descritto come il peggior errore commesso dalla SEGA. La produzione fu interrotta dopo meno di un anno e mezzo.";Leandro Macrini
SEGA Mega CD;Quarta;[{'Data': '12 dicembre 1991', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '15 ottobre 1992', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '19 aprile 1993', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '19 aprile 1993', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Australia.svg'}];1991;1996;"2,24 milioni";;SEGA;Motorola 68000 @ 12 MHz;Joypad, Sega Mouse;"6 Mbit Game RAM
64 kbit Backup RAM";CD-ROM;Sonic CD (1,5 milioni);https://upload.wikimedia.org/wikipedia/commons/8/8c/Sega_Mega-CD_logo_EUR.png;https://it.wikipedia.org/api/rest_v1/page/html/Sega Mega CD;https://upload.wikimedia.org/wikipedia/commons/7/74/Sega-Mega-CD-with-Mega-Drive_on_top.jpg;"Il SEGA Mega CD o Mega-CD (メガ CD), chiamato in Nord America SEGA CD, è una periferica per SEGA Mega Drive che consente alla console di utilizzare software su CD-ROM. Sviluppato congiuntamente da SEGA e JVC, venne commercializzato tra il 1991 e il 1996 in Giappone, USA, Europa e Australia.

Nelle intenzioni della casa nipponica venne sviluppato per competere con il PC Engine che era stato dotato di un CD-ROM esterno, ma ebbe scarso successo anche a causa del tardivo e scarso supporto da parte di sviluppatori di terze parti e di SEGA stessa.

Ne furono realizzati molte varianti, tra cui:
- Mega CD “Mark II”: versione successiva con costi ridotti e forma diversa.
- JVC Wondermega / X'Eye: che integrava opzioni MIDI e karaoke.
- Multi-Mega / CDX: un costoso lettore CD portatile
- Aiwa CSD-GM1: rara versione simile ad un tradizionale stereo dell'epoca.";Leandro Macrini
SEGA Nomad;Quinta;[{'Data': 'ottobre 1995', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': '', 'Flag': None}];1995;settembre 1997;1 milione;;SEGA;Motorola 68000;;;Cartucce;Sonic the Hedgehog;https://upload.wikimedia.org/wikipedia/commons/6/65/Sega-Nomad-Front.png;https://it.wikipedia.org/api/rest_v1/page/html/Sega Nomad;;"Il SEGA Nomad, anche noto come Genesis Nomad, è una console portatile prodotta da SEGA tra il 1995 e il 1997 solo per il mercato nordamericano, in grado di eseguire gli stessi giochi della console fissa SEGA Mega Drive.

Ritenuto un flop commerciale, competeva commercialmente dapprima con il Game Boy Pocket e successivamente, almeno sulla carta, con Game Boy Color, Neo Geo Pocket, WonderSwan e WonderSwan Color, anche se non arrivò mai a sfidarli apertamente, finendo fuori produzione prima della loro uscita. In ogni caso la console SEGA era di molto superiore alle altre, risultando più simile a quelle della generazione successiva come, ad esempio, Game Boy Advance e SwanCrystal.

Il Nomad è considerato uno dei motivi principali (assieme al Mega CD, al 32X e al CDX) della crisi che colpì la casa madre a metà degli anni '90.";
SEGA Saturn;Quinta;[{'Data': '22 novembre 1994', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '11 maggio 1995', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '8 luglio 1995', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}];1994;2000;9,5 milioni;"VDP 1 @ 28,63 MHz
VDP 2 @ 28,63 MHz";SEGA;2x Hitachi SuperH2 32-bit @ 28,63 MHz;"Joypad, Joystick";5 MB non unificata;"CD-ROM, Cartucce";Virtua Fighter (1,93 milioni);https://upload.wikimedia.org/wikipedia/it/0/0d/Sega_Saturn_Logo.png;https://it.wikipedia.org/api/rest_v1/page/html/Sega Saturn;https://upload.wikimedia.org/wikipedia/commons/d/db/Sega-Saturn-JP-Mk1-Console-Set.png;"Il SEGA Saturn (セガ サターン) è una console di quinta generazione prodotta da SEGA dal 1994 e alcune varianti da Hitachi, Samsung e JVC.

Negli anni 90, l'azienda stava lavorando al progetto Gigadrive, che doveva essere il successore del famoso Mega Drive. Tuttavia, le annunciate specifiche della Sony PlayStation la spinsero a dover ripensare in fretta il progetto con una tecnologia 3D più avanzata ed un doppio processore, nominandolo Saturn.
Tutto questo contemporaneamente al rilascio del Sega 32X fortemente spinto da parte della sede americata dell'azienda e che soffrì quindi anche della concorrenza interna.

Potente tecnicamente ma molto difficile da programmare a causa dei tanti processori interni e quindi da sfruttare al pieno delle sue capacità, dopo un esaltante avvio iniziale, si posizionò al terzo posto nella guerra delle console della sua generazione, ostacolato non tanto dal Nintendo 64, bensì dal successo incredibile che ebbe la prima PlayStation.";Leandro Macrini
